170.000000,80.000000,0.000000,-15.000000
260.196614,78.462822,80.000000,-15.000000
350.589843,73.910363,0.000000,-15.000000
441.076239,66.517569,-80.000000,-15.000000
531.828579,56.568542,-0.000000,-15.000000
623.611190,44.445619,80.000000,-15.000000
715.377686,30.614675,0.000000,-15.000000
807.323022,15.607226,-80.000000,-15.000000
898.976170,0.000000,-0.000000,-15.000000
991.337394,-15.607226,80.000000,-15.000000
1083.354925,-30.614675,0.000000,-15.000000
1174.892668,-44.445619,-80.000000,-15.000000
1266.319237,-56.568542,-0.000000,-15.000000
1357.337316,-66.517569,80.000000,-15.000000
1447.754140,-73.910363,0.000000,-15.000000
1538.123482,-78.462822,-80.000000,-15.000000
1628.261568,-80.000000,-0.000000,-15.000000
